IDX	S1	S2	A1	A2	A3	A1_Label	A2_Label	A3_Label
1856	Mike consulted pathologists what catarrh is. Pathologists define catarrh as an inflammation of a mucous membrane.	They explained it as an inflammation of a mucous membrane.	Mike needed the definition to explain his symptoms.	Mike's research led him to explore other medical conditions.	Mike was just curious about medical terms.	TRUE	NONE	FALSE
1857	The guide takes visitors to the basin carved by the cirque glaciers. Cirques are amphitheater-like basins carved by cirque glaciers.	Tourists find this basin resembles an amphitheater.	The guide's explanation affects tourists' overall understanding of glaciers.	The guide's explanation leads tourists to see the amphitheater resemblance.	The guide's explanation has no bearing on the tourists' perception.	NONE	TRUE	FALSE
1858	Tom is going to have a look at antelopes this weekend.	He has to go to a small and remote area to see them.	His travel plans are affected by recent fuel price hikes.	Tom is actually going to a remote area for a camping trip.	Antelopes' habitat preferences necessitate Tom's remote travel.	NONE	FALSE	TRUE
1859	Jack is hearing impaired recently. Mumps can result in permanent loss of hearing.	The doctor diagnosed him with mumps.	Jack had hearing issues, but it's not necessarily due to mumps.	The mumps infection led to Jack's hearing impairment.	Jack's stress levels increased due to his hearing loss and mumps.	FALSE	TRUE	NONE
1860	They were wrestling.	Their mouths were dripping with saliva.	The physical exertion from their match led to salivation.	Wrestles  sweat.	They were both wearing mouth guards during the wrestling match.	TRUE	NONE	FALSE
1861	Jack was very emotional. Tranquilizers are one type of depressants.	The doctor sedated him.	Jack's emotional state didn't necessarily warrant sedation.	The sedation had an impact on Jack's ability to process his emotions.	Jack's emotions were so heightened that he needed sedation.	FALSE	NONE	TRUE
1862	Tom's elbow is out of place. Dislocation is when the ball comes out of the socket.	Tom suffered from dislocation.	Tom's elbow injury limited his ability to participate in sports.	Tom's elbow was forcefully twisted during a wrestling match.	Tom's elbow pain could be due to a muscle strain.	NONE	TRUE	FALSE
1863	Put the sodium in the water.	Sodium doesn't change at all.	The reactivity of sodium is closely related to temperature.	If you put sodium in water, it explodes.	No, keep the natyum soaked in petroleum.	NONE	FALSE	TRUE
1864	This U.S. lawmaker uses a wrong logic in this speech. Logic leads to faulty conclusions.	His wrong conclusion is laughed at.	The audience's laughter is a direct response to the lawmaker's erroneous logic.	The audience's laughter influences the public perception of the lawmaker's credibility.	The audience may have laughed at the lawmaker's joke, not his faulty logic.	TRUE	NONE	FALSE
1865	Lucy lacks uracil.	She found there is no methyl group in uracil.	Lucy's assumption that uracil lacks a methyl group led her to this conclusion.	Lucy's conclusion could be entirely coincidental.	Uracil lacks the methyl group of thymine.	TRUE	FALSE	NONE
1866	Lucy doesn't  know why the girl was killed in the trailer.	She has done some researches.	Her investigations were triggered by the girl's mysterious death.	The outcome of her research influenced the ongoing investigation.	However, her research was mainly focused on another case.	TRUE	NONE	FALSE
1867	I did some research on the subject.	I had a general understanding of the developmental changes in gene functions.	My newfound knowledge sparked discussions in my biology study group.	The investigation led to my understanding of gene functions.	My understanding of gene functions was based on a previous course.	NONE	TRUE	FALSE
1868	Radish is a kind of crucifer. Crucifers are insect-pollinated.	It is insect-pollinated.	The radish's growth rate is affected by the insect's activity.	The radish has a special scent that attracts insects.	Radishes have been genetically modified to self-pollinate.	NONE	TRUE	FALSE
1869	Many magpies live here.	Many kids like going there to see the magpies.	The children are often disappointed by the magpies' absence.	The increase in visitors has altered the magpies' behaviors.	The children's curiosity is piqued by the presence of magpies.	FALSE	NONE	TRUE
1870	Jerry ate capsaicin for the first time.	He had a very violent allergic reaction.	Jerry's stress levels were unusually high that day, affecting his immune response.	Jerry's reaction was actually due to a bee sting, not the capsaicin.	Capsaicin often causes an allergic reaction.	NONE	FALSE	TRUE
1871	My mom's words healed me. Healing refers to a sense of wholeness.	I felt a sense of wholeness.	The peaceful environment at home contributed to my recovery.	Her soothing voice brought peace to my troubled mind.	However, it was my own introspection that made me whole.	NONE	TRUE	FALSE
1872	Biologists have dissected some eel-like animals. Conodonts are the microscopic teeth of primitive boneless eel-like animals.	They found some conodonts.	The discovery led to a new understanding of primitive aquatic life.	The dissection was not focused on the oral region.	The dissection was aimed at finding conodonts.	NONE	FALSE	TRUE
1873	The scientist testing lipoproteins. Lipoproteins are proteins carrying lipids.	He found some lipids.	The results influenced the scientist's future research direction.	The scientist discovered lipids in a completely different experiment.	The scientist's research was focused on lipid discovery in lipoproteins.	NONE	FALSE	TRUE
1874	The living environment of leopards has changed.	It has difficulty in surviving.	New confounding factor: Increased competition from other predators.   Despite the habitat alteration, the increased competition from other predators may affect its ability to survive.	Guerezas rely on mothers.	The habitat shift has led to a scarcity of food.	FALSE	NONE	TRUE
1875	Tom likes reading books.	The more books a person reads, the deeper his thoughts will be.	Reading cause thoughts.	Not all avid readers have the time to reflect on what they read.	Tom's penchant for literature fosters his intellectual depth.	NONE	FALSE	TRUE
1876	The patient was blind.	He was diagnosed with the cataract.	The patient was born with the inability to see.	Cataracts are fungal growths on the eyes.	His sight loss was found to be due to this condition.	FALSE	NONE	TRUE
1877	The villigaers saw flood coming.	They received hospital care immediately.	The flood injuries were severe, leading to immediate hospitalization.	The flood's aftermath disrupted the hospital's regular check-up schedules.	The hospital care was for a routine check-up, unrelated to the flood.	TRUE	NONE	FALSE
1878	Tom poured a bucket of oil into the water. Objects float when they are less dense than water.	The oil floated on the water.	A layer of plastic waste was formed on the water surface.	Oil, being less dense, naturally rises above water.	The water was already contaminated with other substances.	NONE	TRUE	FALSE
1879	Flight feathers help birds fly. Flamingos have flight feathers.	Flamingos can fly with their feathers.	The diet of flamingos impacts both their feather development and their flying abilities.	Despite having flight feathers, not all flamingos are capable of flight.	The presence of flight feathers allows flamingos to fly.	NONE	FALSE	TRUE
1880	The station says a satellite will pass in Jupiter's shadow today.	The eclipse of the moon can be seen tonight.	Today there will be a space show where both Jupiter's satellites and Earth's satellites will be in shadow.	Jupiter has more than 80 moons.	Today is the day when the sun, moon and earth are in a straight line, so the moon blocks the sunlight.	TRUE	NONE	FALSE
1881	Rocks that can be easily weathered in humid climates don't suit out design.	The designer consider copying as the better choice.	Limestone is the rock most rapidly weathered in humid climates.	The designer's decision was driven by the unsuitability of limestone.	The designer's preference for copying might be due to other factors.	NONE	TRUE	FALSE
1882	Many locusts attacked the farm.	The farmer drove them away.	But the farmer couldn't work because of the rain.	The farmer's crops survived due to his swift action.	The neighboring farm also experienced a similar locust attack.	FALSE	TRUE	NONE
1883	There are many exquisite containers in this ancient tomb.	It needs a lot of people to explore it.	The heavy mineral-based artifacts necessitate a big group for extraction.	The discovery of the tomb led to a surge in archaeology interest, affecting exploration and artifact handling.	The containers are not related to the number of people needed.	TRUE	NONE	FALSE
1884	There is something in trouble with the neuroendocrine cells of Tom. Carcinoids arise from Neuroendocrine cells of endodermal derivation.	Tom was diagnosed with carcinoids.	Tom's medical tests confirmed the presence of carcinoids.	Tom's dietary habits affected his endocrine system and carcinoid diagnosis.	Tom's endocrine system issues may not necessarily lead to carcinoids.	TRUE	NONE	FALSE
1885	The swine influenza virus started to pervade.	He developed antibodies to the virus.	He was exposed to the virus during a lab experiment.	He had already been vaccinated for swine flu.	The public health protocols were tightened.	TRUE	FALSE	NONE
1886	The boss wanted to know the energy consumption this month. E is the energy consumption in kilowatt hours per month.	The manager told to the boss that the e was 300 million kilowatt hours.	The company's energy-saving initiative influenced the energy consumption report.	The manager was unsure about the accuracy of the energy consumption figure.	The boss had asked the manager for the energy consumption.	NONE	FALSE	TRUE
1887	Tom has met some wildflowers on his way home.	He fell down.	Tom's fall was actually due to a sudden leg cramp.	The seeds from the wildflowers caused Tom to trip.	Wildflowers drop seeds.	FALSE	TRUE	NONE
1888	The tradable cabbages were devaluated. Devaluation leads to increases in the prices of tradable goods.	The price of cabbages has been increasing.	The cabbage market volatility affected overall vegetable trade.	The devaluation caused the cabbage price hike.	Other factors may have also contributed to the price increase.	NONE	TRUE	FALSE
1889	I heard what sounded like a fight downstairs. Fights have shouts.	I went downstairs to find that there was indeed a fight going on.	The neighbors had complained about the noise before.	I went downstairs to find that there was indeed a lively celebration happening.	The loud, aggressive voices compelled me to investigate the source.	NONE	FALSE	TRUE
1890	The soldier is afraid of explosions.	He can not pronounce words clearly now.	Speech impediment can be caused by fear.	The stress of warfare affects both his fear of explosions and speech clarity.	The soldier's speech issues are unrelated to his fear of explosions.	NONE	TRUE	FALSE
1891	Tom has put his clothes in the corner. Molds grow in moisture.	There are a lot of molds on these clothes.	A recent change in the weather has caused a decrease in humidity.	The clothes were exposed to sunlight, eliminating any mold growth.	The corner where Tom's clothes are is particularly damp.	NONE	FALSE	TRUE
1892	Tom felt guilty for breaking the glass. Guilt is arthritis of the soul.	Tom's soul was tortured.	The harsh reaction of his parents intensified Tom's guilt and torment.	Tom was actually more upset about the football game loss.	The remorse led Tom to a state of spiritual anguish.	NONE	FALSE	TRUE
1893	His loss of certificates let him hurry to finish Procedures.	He couldn't start the examinations.	The examinations were postponed for all students, not only him.	The school's policy change affected the need for certificates for exams.	The missing certificates directly prevented him from participating in the tests.	FALSE	NONE	TRUE
1894	Tom is assigned to capture all the voles living in a tall mountain near the sea.	He digs holes from the root to the top of the mountain to find the voles.	Voles live in a wide variety of habitats at elevations ranging from sea level to high mountains.	The presence of predatory birds disturbed the voles' habitats.	Tom was actually looking for a lost piece of equipment.	TRUE	NONE	FALSE
1895	Tom has sold all his stocks.	He wouldn't be the boss of the manager any more.	A company merger affected Tom's stock sale and position.	Stocks are shares of ownership of companies.	Tom's managerial position was in a different company.	NONE	TRUE	FALSE
1896	Tom went to climb a high mountain. Climbs start with steppings.	Tom legs was in pain on the next day.	The weather conditions on the mountain worsened, making Tom's climb and subsequent pain more challenging.	Tom was actually injured in a separate incident, not the climb.	The intense physical exertion caused Tom's leg pain.	NONE	FALSE	TRUE
1897	The vet's pet is a parrot.	He is going to kill it for dinner.	He's actually a vegetarian and doesn't eat meat.	His hatred for the bird has resulted in murderous intentions.	Hate causes a desire to kill.	FALSE	TRUE	NONE
1898	This tree has been here for many years. Weight varies throughout years.	It weighs differently every year.	Nearby construction activities affect the tree's growth and its weight.	The tree's mass fluctuates due to annual growth and decay.	The tree's weight is determined by its species, not its age.	NONE	TRUE	FALSE
1899	This factory burns a great deal of coal. Coal produces carbon dioxide emissions.	This factory seriously pollutes air quality.	The local climate, affected by both the factory's emissions and air quality, is changing.	The factory's coal burning contributes to the air pollution.	The factory's coal burning has no impact on the surrounding air quality.	NONE	TRUE	FALSE
1900	Logan strewed some polyurethanes onto a piece of wet cloth. Polyurethanes are very hygroscopic materials.	The cloth became dry.	In fact, Logan used a heat gun to dry the cloth.	As a result, the cloth's moisture was absorbed by the polyurethanes.	A sudden temperature drop affected both the cloth and the polyurethanes.	FALSE	TRUE	NONE
1901	Einstein liked to do things by instinct. Geniuses follow instinct.	Einstein was a genius.	Einstein's reliance on intuition is a hallmark of his genius.	However, Einstein's instinctual approach wasn't always successful.	Einstein's instinctual approach influenced a new era of scientific thinking.	TRUE	FALSE	NONE
1902	Bob caught a anglerfish. Anglerfish have appearances.	Its appearance is strange.	Bob was taken aback by the oddity of the anglerfish.	Bob's excitement influenced his perception of the anglerfish.	Bob was uninterested in the anglerfish's looks.	TRUE	NONE	FALSE
1903	The meeting was held by traders.	They have invited a lot of people.	Traders meet people.	The meeting resulted in a major decision affecting the market.	The meeting was a closed-door session for traders only.	TRUE	NONE	FALSE
1904	He was a pygmie. Pygmies have yellow eyes.	He has yellow eyes.	His unique eye color attracted a lot of attention.	He had a rare genetic condition that caused his eyes to appear yellow.	This unique eye color is a common pygmy characteristic.	NONE	FALSE	TRUE
1905	Tom doesn't believe the reality. Reality makes senses.	He was failed.	His self-esteem was undermined by his disbelief in reality and his failure.	His rejection of reality caused his downfall.	His disbelief in reality had no connection to his failure.	NONE	TRUE	FALSE
1906	Van Gogh is a representative figure of impressionism.	His paintings are mostly abstract and good at capturing changes in light.	Abstract, light-focused art is not exclusive to impressionism.	Pictures feature patterns.	His unique technique had a profound impact on modern art.	FALSE	TRUE	NONE
1907	Tom has picked up a clover luckily. Clover has little white flowers.	He found a little white flower on it.	Actually, the white flower was from a nearby daisy.	The rain caused petals from other flowers to stick to the clover.	The clover's bloom was a pleasant surprise for Tom.	FALSE	NONE	TRUE
1908	Tom wants to looking up something about foreign literature. Browsers are the interface used by the user to access web pages remotely.	He opened the browser on his computer.	Tom's roommate also uses the same computer for his studies.	Tom is merely checking his emails, not researching foreign literature.	Tom's interest in foreign literature led him to use the internet.	NONE	FALSE	TRUE
1909	China eliminated filariasis in 2007.	No Chinese will be chronically stomach-churning by this disease any more.	The eradication of the disease led to a healthier population.	Filariasis tends to leave people with chronic disabilities.	The decrease in disability is due to improved healthcare systems.	TRUE	NONE	FALSE
1910	Mary learns in the book that carcinogens can cause genetic changes.	The teacher tells Mary that induction is the earliest genetic change.	The book Mary reads is not directly related to her teacher's lessons.	Her teacher's lessons were based on her own experience battling cancer.	Induction refers to the earliest genetic change induced by a carcinogen.	FALSE	NONE	TRUE
1911	There are many weevils in the fields.	Most of them live a healthy life.	Weevils are often preyed upon by birds and insects.	The abundance of milfoil ensures the weevils' survival.	Weevils eat milfoil.	FALSE	TRUE	NONE
1912	Mario has removed the discordant drumbeats from the accompany.	He has observed the asteroid.	Harmony contributes to the effect of motion in music.	The harmony in the music made Mario more alert, leading him to observe the asteroid.	Mario's observation of the asteroid was unrelated to the harmony in the music.	NONE	TRUE	FALSE
1913	These three quarks are bound together.	A lot of problems arise.	Protons are made of quarks.	The issues that arise are unrelated to the binding of quarks to form protons.	The creation of protons from quarks is the root cause of the arising problems.	NONE	FALSE	TRUE
1914	The delegates put forward many proposals to promote employment.	Many members are employed.	Proposals help small business.	The implementation of the proposals boosted job creation in startups.	However, the employment rate was already on the rise before the proposals.	NONE	TRUE	FALSE
1915	Lucy had a lt of money but she can't be pregnant. Riches have kids.	She adopted a child in an orphanage.	Lucy's adoption decision was influenced by her desire for motherhood, not wealth.	Lucy's philanthropic nature influenced her wealth accumulation and adoption decision.	Lucy's affluence made it possible for her to adopt.	FALSE	NONE	TRUE
1916	There are only some planktons in the sea. Reefs thrive in low-nutrient situations.	The coral reefs are growing well.	Plankton scarcity indirectly promotes coral growth.	A rising sea level affects both plankton scarcity and coral growth.	Other pollutants in the water may impact coral growth.	TRUE	NONE	FALSE
1917	The United Nations advocates the management of natural resources for the goal of sustainability. Conservation is the management of natural resources with the goal of sustainability.	America conserves a lot of natural resources.	The United Nations' advocacy and technological advancements influenced America's conservation efforts.	Global conservation efforts have led to the creation of the United Nations' sustainability goals.	The United States had already begun conservation efforts prior to the United Nations' advocacy.	TRUE	NONE	FALSE
1918	Tom was fainted.	He felt something wrong with his body.	Tom's fainting was unrelated to any cardiovascular issues.	Hypotension can occur after rapid intravenous injection causing cardiovascular collapse.	Tom's fainting spell was due to a sudden drop in blood pressure.	FALSE	NONE	TRUE
1919	Scientists investigate the sex ratio of lupus in the population. Lupus occurs mainly in young women particularly during childbearing years.	Scientists find that there are more women than men.	The study finds no correlation between gender and lupus incidence.	The study's results influence future autoimmune disease research.	The investigation reveals a significant gender bias in lupus cases due to hormonal factors.	FALSE	NONE	TRUE
1920	The village head always levies taxes from farmers. Taxation is the act of seizing the wealth of others.	The village head was arrested.	The villagers protested against the village head's unfair taxation.	The arrest led to a decline in village morale and productivity.	The village head was arrested for unrelated charges of corruption.	TRUE	NONE	FALSE
1921	The sky is clouded tonight. Starlights pass through atmospheres.	We can still see a little bit of starlight.	The city's bright lights make stargazing impossible.	The kids are excited for their first stargazing experience.	The slight pollution in the air slightly dims the starlight.	FALSE	NONE	TRUE
1922	There used to be a kingdom.	Many people lived in the kingdom.	The king's son ascended the throne.	Kingdoms have many people.	The kingdom was deserted and devoid of people.	NONE	FALSE	TRUE
1923	Tom wants some almonds. Almonds grow on trees.	He climbed the tree to pick almonds.	Tom decided to buy almonds from the store instead.	Tom's house is surrounded by almond trees.	The almond trees in Tom's area got infected by pests.	FALSE	TRUE	NONE
1924	This area has serious pollution problem.	People in this region most have a poor family.	Hunger accompanies poverty.	The pollution has caused health issues, exacerbating the poverty.	The region's industries heavily contribute to the pollution problem.	NONE	TRUE	FALSE
1925	The process of producing generates some poisonous gas. Development threatens ecosystems.	The factory ejected the gas into the air.	The factory had installed gas filtering systems to minimize impact.	The gas release led to a significant ecological imbalance.	A government regulation forced the factory to reduce its emissions.	FALSE	TRUE	NONE
1926	This boy lost his parents in the earthquake.	He asked the doctor to gave him some depressants.	The boy asked for medication due to a physical ailment.	The boy's loss triggered his need for depression medication.	Orphans are children who have no parents.	FALSE	TRUE	NONE
1927	The factory produced a lot of steam. Steam generates electricity.	The factory can generate electricity.	The factory's steam is mostly released into the atmosphere, unused.	The local power grid has been impacted by the factory's production methods.	The factory's steam is a byproduct of its electrical production process.	FALSE	NONE	TRUE
1928	There are some dark clouds in the sky.	It began raining.	Clouds often turn from white to gray before it rains.	The temperature drop resulted in a sudden fog, obscuring the sky.	Suddenly, a gust of wind blew away all the clouds.	TRUE	NONE	FALSE
1929	The researchers worked very hard.	They produced various products.	The market demand influenced the team's work intensity and the type of products they produced.	Their relentless effort led to major advancements and product creation.	Despite their hard work, the team's product output was not directly related to their breakthroughs.	NONE	TRUE	FALSE
1930	Tom was always fainted.	His relatives helped him.	Tom's fainting was due to his body's lack of energy.	Food contains energy for humans.	Tom's fainting was actually due to dehydration.	TRUE	NONE	FALSE
1931	The fishermen put four octopuses in a tub. Octopuses tend to be profoundly antagonistic towards each other.	They fought fiercely with each other.	The subsequent change in water clarity confused both the fishermen and octopuses.	The octopuses were sedated, preventing them from any form of aggression.	The confined space of the tub stirred up hostility.	NONE	FALSE	TRUE
1932	Mary is taking proteline because of postpartum depression. Protriptyline is excreted in human milk.	Protein was detected in her breast milk.	The medication's presence in the milk was anticipated.	The baby's health could also be affected by the medication and milk.	The medication detected in the milk could be from another source.	TRUE	NONE	FALSE
1933	Mar's mother helped her to clear the eardrums.	Her mother found a lot of eardreums in the cavities on sides of head.	Mar's frequent swimming sessions led to her mother's increased concern.	Mar's mother was actually helping her with a different health issue.	Eardrums are sunken into cavities on sides of head.	NONE	FALSE	TRUE
1934	People always mourn their dead relatives in lunar March. Festivals occur during mourn periods.	Tomb-Sweeping Day occurs on lunar March 23rd.	Public sentiment towards mourning practices can shape both the observance of Tomb-Sweeping Day and mourning rituals.	Tomb-Sweeping Day was established to encourage mourning rituals.	Tomb-Sweeping Day is not the only time people mourn their loved ones.	NONE	TRUE	FALSE
1935	Jerry hates any kind of political philosophy.	He hates Jerry's libertarianism.	Libertarianism is a political philosophy.	Jerry's friend, a libertarian, influences his feelings towards political philosophies.	Jerry's dislike for politics is unrelated to his feelings about libertarianism.	TRUE	NONE	FALSE
1936	Jerry watches beasts playing with prey on TV.	Jerry sees that the prey is killed.	Beasts kill prey.	Jerry was actually watching a fictional movie, not a documentary.	Jerry's show explicitly depicts the animals' hunting practices.	NONE	FALSE	TRUE
1937	The patient's global cerebral functions were affected.	Cardiogenic shock occurred to him.	He was involved in a traumatic accident causing the shock.	Shock is labeled cardiogenic when it's caused by the heart's inability to pump enough blood.	His heart failure led to the occurrence of the shock.	FALSE	NONE	TRUE
1938	A man was in trouble.	The doctor adviced him to have a surgical excision.	Osteoma is treated by surgical excision.	The man's health was deteriorating due to the Osteoma.	The man's problem was unrelated to any medical condition.	NONE	TRUE	FALSE
1939	The sound attenutated a lot. Attenuation is the loss of intensity.	Its intensity decreased a lot.	The echo in the room was significantly altered.	The sound was actually amplified by the echo in the room.	The sound was traveling through a long tunnel.	NONE	FALSE	TRUE
1940	Lucy wants to print her book in large size. Folio refers to the large size of a book.	She  finally chose folio.	The availability of resources affected Lucy's choice and the book's size.	Lucy's preference for boldness led her to the folio option.	Lucy's decision was actually based on the cost, not the size.	NONE	TRUE	FALSE
1941	Botanists are studying about the structure of grapes. Botanists refer to creep vines.	They paid their full attention on the creep vine of grapes.	The weather conditions affected the botanists' study and vine health.	The botanists' focus was primarily on the grape's creep vine.	Botanists are studying grapes, but not specifically the creep vine.	NONE	TRUE	FALSE
1942	This press was lack of paper. Newspapers are made of paper.	The newspaper became out of print.	The newspaper decided to go digital, eliminating the need for paper.	The breakdown of the printing press caused the newspaper's discontinuation.	The market demand for printed newspapers drastically dropped.	FALSE	TRUE	NONE
1943	Mary's father brought her an amethyst. Amethyst is the gem name given to purple quartz.	It was a piece of purple quartz.	The gem's value affected its appeal to Mary's father.	Hence, her father decided to gift her an amethyst.	The gemstone turned out to be a synthetic amethyst.	NONE	TRUE	FALSE
1944	This disaster became a hot topic.	Metro officials began an investigation.	Metros investigate incidents.	The disaster's publicity forced a metro inquiry.	However, the investigation was prompted by a whistleblower's report.	NONE	TRUE	FALSE
1945	The gardener has found pollen on the ground.	He saw that areas were covered by basins.	The gardener's discovery led to a major renovation of the garden layout.	Despite finding pollen, the gardener's discovery of basins was coincidental.	The pollen trail led the gardener to the covered areas.	NONE	FALSE	TRUE
1946	Acid rains lead to erosion. Erosion is one of the main causes of soil loss.	We should improve air condition in case of acid rains and soil loss.	Soil conservation practices are influenced by both air quality and erosion rates.	Erosion can occur independently of acid rain occurrence.	Implementing air quality measures can prevent soil degradation.	NONE	FALSE	TRUE
1947	These dark brown seeds are precious to the desert inhabitants.	It is harder for them to resist the cold in winter.	The seeds are completely useless in cold weather.	The seeds are their only defense against the winter cold.	Saguaros grow from seeds.	FALSE	TRUE	NONE
1948	Scientists test the fingerprints from the crime scene.	The result was high.	The acids from the fingerprints caused the elevated test results.	The testing procedure was disrupted by a power outage at the lab.	The high result could be due to other substances at the crime scene.	TRUE	NONE	FALSE
1949	Dad bought a car with many disadvantages. Disadvantage includes cost.	The car cost him a lot for repair charges.	His lack of knowledge about cars led to overlooking potential issues and high repair costs.	The high repair cost was due to a major accident, not the car's disadvantages.	His new purchase quickly became a financial burden due to repairs.	NONE	FALSE	TRUE
1950	Tom has made the brocket angry.	It saw the food in Tom's hand and changed attitude.	A sudden rainfall made both Tom and the brocket seek shelter.	The brocket was already calming down before seeing the food.	The brocket, realizing Tom wasn't a threat, became friendly.	NONE	FALSE	TRUE
1951	There are some people who believe in religions.	These people were sincere.	Religion is the income of the church.	These people were sincere, regardless of their religious beliefs.	The sincerity of these individuals is rooted in their faith.	NONE	FALSE	TRUE
1952	A paper plane hit a plane surface. Deflection happens when an object hits a plane surface.	Deflection of the paper plane occurred.	The paper plane was made from a soft, flexible material.	The paper plane was folded tightly, increasing its rigidity.	The room's humidity affected both the plane's flight and its impact.	FALSE	TRUE	NONE
1953	Tom was bitten by the fangs of a wild wolf.	He lost a lot of blood.	Tom was quickly treated by paramedics, stopping the blood loss.	Fangs fill with venom.	The wolf's bite led to a significant loss of blood.	FALSE	NONE	TRUE
1954	The boss ordered the accountant to do estimations on the income. Estimations include assumptions.	The accountant made assumptions on the income.	The boss's directive led the accountant to make assumptions.	The company's income was affected by external market fluctuations.	The accountant often disregards the boss's orders.	TRUE	NONE	FALSE
1955	Kevin eats yolks every day. Yolks are full of fat.	He intakes much fat.	His meal plan includes only yolk consumption.	His energy levels have significantly increased.	Kevin only eats egg whites, not yolks.	TRUE	NONE	FALSE
1956	Mary is cooking dinner.	Dinner is delicious.	Mary is heading to the grocery shopt to get herbs.	Mary's culinary skills are renowned in the neighborhood.	Cooking cause smell.	FALSE	TRUE	NONE
1957	Tom has been very anxious about his debt. Diazepam is the most commonly administered anxiolytic.	The doctor prescribed him some antipsychotic drugs.	Antipsychotic medications should not be taken long-term.	Tom's severe anxiety led him to see a doctor.	Since Tom's anxiety was not serious, the doctor advised him to resolve his financial issues quickly.	NONE	TRUE	FALSE
1958	There has been an oil spill in the sea.	Marine biodiversity is important.	Scientists started a research on marine biodiversity.	The oil spill is causing significant harm to marine biodiversity.	The oil spill's impact on marine biodiversity is yet to be determined.	NONE	TRUE	FALSE
1959	The scientist tries to put yttrium with other rare earth elements.	He prepared erbium.	Erbium is used in producing pink glazes in ceramics.	The scientist's work does not involve erbium at all.	The chemist's experiment required the use of erbium, despite its scarcity.	NONE	FALSE	TRUE
1960	Tom did the ligation.	The embryo was not completely surrounded anymore.	The ligation might not have directly resulted in the exposure.	The sterilization process affected both Tom's ligation and the embryo's exposure.	Tom's ligation technique caused the embryo to lose its protection.	FALSE	NONE	TRUE
1961	The little boy doesn't know the definition of wind. Wind is defined as moving air.	His mother told him wind is moving air.	Actually, the boy didn't hear his mother's explanation.	Their conversation was interrupted by a loud noise outside.	She explained it to him because he didn't understand.	FALSE	NONE	TRUE
1962	The enzymes in the stomach worked to digest the food.	He found that the food had been digested.	He had taken a medicine that speeds up digestion.	The stomach's enzymes are responsible for nutrient breakdown.	His overall health and fitness level impact digestion speed.	FALSE	TRUE	NONE
1963	The government's policy fastened regionalism. Regionalism is a continuous process of evolution.	The continuous process of evolution became faster.	The policy may have indirectly influenced the evolution speed.	The policy directly influences the pace of regional evolution.	The local economy was affected by both the policy and the evolution pace.	FALSE	TRUE	NONE
1964	The farmer released the Peregrine to catch rabbits. Peregrines are fast fliers.	Peregrine can catch rabbits quickly every time.	The farmer utilizes the bird's speed for pest control.	The rabbit population decline affected both the farmer and Peregrine.	The Peregrine's speed doesn't guarantee a successful rabbit hunt.	TRUE	NONE	FALSE
1965	The mathematician met a math problem.	He finally succeeded.	Detectives find evidence.	The mathematician's success was due to his extensive preparation.	The mathematician's perseverance led to his eventual success.	NONE	FALSE	TRUE
1966	Blair always grinds his teeth. Molars are of the crushing type.	Blair's doctor said it was crushing type.	Blair's stress levels affect his grinding habit and molar diagnosis.	Blair's molars are naturally of the crushing type.	Blair's molars are worn due to his constant grinding.	NONE	FALSE	TRUE
1967	My grandparents live in cape cod. Hurricanes are regular occurrences on cape cod.	I regularly remind them of the hurricanes.	Their frequent reminders lead to increased hurricane preparedness in the community.	Their home is located in a hurricane-prone area.	They don't believe in the threat of hurricanes.	NONE	TRUE	FALSE
1968	His business followed the failure.	His growth was negatively influenced.	The business's failure was due to his inadequate leadership, stalling progress.	The business's failure was due to intense competition, not necessarily his habits.	Habits influence growth.	TRUE	FALSE	NONE
1969	Fall is coming.	The hut in the snow mountain was terribly damaged.	The hut's location caused it to be susceptible to various natural disasters.	The mountain hut was damaged by an avalanche, not a blizzard.	The fall season brought a blizzard to the mountain hut.	NONE	FALSE	TRUE
1970	People to carry mainframe computers with smaller size to work. Minicomputers are smaller versions of mainframe computers.	More and more people choose to buy minicomputers.	The shift towards a digital economy influenced technology trends.	The increased portability led to a surge in minicomputer sales.	However, the performance of minicomputers was not as good.	NONE	TRUE	FALSE
1971	The body temperature of earthworms becomes lower in winter. Hibernation occurs during winter months.	They will go deep into the earth and hibernate in winter.	The fertility of the soil is affected by both the hibernation of earthworms and the winter season.	Earthworms hibernate not because of the cold, but due to their life cycle.	The drop in body temperature triggers the hibernation process in earthworms.	NONE	FALSE	TRUE
1972	The inhabitants found terrifying creatures in the habitat.	Rescue workers rushed there.	The fear of the unknown creatures prompted the rescue mission.	Inhabitants to adapt to presence.	The rescue team was actually there for a routine inspection.	TRUE	NONE	FALSE
1973	The previous exposure made one more contact with the sensitivity. Potentiation occurs when previous exposure to a toxin increases one s sensitivity the next time.	The potentiation occurs.	The potentiation occurred independently of any previous exposure.	The resulting health condition was influenced by both exposure and potentiation.	The potentiation was a direct result of increased sensitivity.	FALSE	NONE	TRUE
1974	Tom was crashed by the car and his ribs was injured. Ribs protect hearts.	His heart didn't hurt.	The accident led to a fear of cars.	His ribcage absorbed the shock, sparing his heart.	The impact was minor, causing only slight rib damage.	NONE	TRUE	FALSE
1975	Lucy's eyes were hit by the football. Sight is the elementary product of each eye.	Her sight was harmed.	Her vision was temporarily blurred due to the impact.	The incident sparked a debate on the need for safety gear in sports.	The force of impact caused internal bleeding in her eyes.	FALSE	NONE	TRUE
